Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2006-04-23 01:00:00.000 +0200,Clear,1,10.466666666666669,10.466666666666669,0.93,3.0751,270.0,9.8049,0.0,1015.95,Foggy in the morning.
2006-04-23 03:00:00.000 +0200,Clear,1,9.355555555555558,9.355555555555558,0.96,1.5295,100.0,4.025,0.0,1015.82,Foggy in the morning.
2006-04-23 04:00:00.000 +0200,Foggy,1,8.311111111111112,8.311111111111112,0.96,3.22,300.0,2.0286,0.0,1015.82,Foggy in the morning.
2006-04-23 05:00:00.000 +0200,Foggy,1,8.81111111111111,8.81111111111111,0.96,3.3971,333.0,1.7388,0.0,1015.89,Foggy in the morning.
2006-04-23 06:00:00.000 +0200,Foggy,1,8.733333333333333,7.933333333333334,0.93,6.3434,304.0,0.7889,0.0,1015.83,Foggy in the morning.
2006-04-24 02:00:00.000 +0200,Clear,1,12.383333333333333,12.383333333333333,0.8,4.6207,172.0,14.168000000000005,0.0,1019.59,Partly cloudy until evening.
2006-04-24 06:00:00.000 +0200,Foggy,1,7.688888888888891,7.688888888888891,1.0,0.0,0.0,0.7406,0.0,1018.13,Partly cloudy until evening.
2006-04-24 07:00:00.000 +0200,Clear,1,10.911111111111111,10.911111111111111,0.99,1.61,210.0,4.1216,0.0,1018.62,Partly cloudy until evening.
2006-04-24 08:00:00.000 +0200,Clear,1,14.83888888888889,14.83888888888889,0.82,2.6565,193.0,8.3398,0.0,1019.08,Partly cloudy until evening.
2006-04-24 09:00:00.000 +0200,Clear,1,18.8,18.8,0.65,1.5295,140.0,9.982,0.0,1019.11,Partly cloudy until evening.
2006-04-24 10:00:00.000 +0200,Clear,1,21.094444444444445,21.094444444444445,0.49,4.8783,199.0,9.982,0.0,1019.5,Partly cloudy until evening.
2006-04-24 22:00:00.000 +0200,Clear,1,14.905555555555551,14.905555555555551,0.72,3.751300000000001,136.0,15.826300000000002,0.0,1019.91,Partly cloudy until evening.
2006-04-24 23:00:00.000 +0200,Clear,1,13.083333333333332,13.083333333333332,0.87,3.4132,185.0,14.9569,0.0,1020.02,Partly cloudy until evening.
2006-04-25 00:00:00.000 +0200,Clear,1,12.711111111111112,12.711111111111112,0.89,3.2522,169.0,15.826300000000002,0.0,1020.11,Partly cloudy starting in the morning.
2006-04-25 01:00:00.000 +0200,Clear,1,12.127777777777776,12.127777777777776,0.89,3.1717,148.0,14.9086,0.0,1020.12,Partly cloudy starting in the morning.
2006-04-25 02:00:00.000 +0200,Clear,1,11.81111111111111,11.81111111111111,0.84,4.9910000000000005,68.0,14.9569,0.0,1018.38,Partly cloudy starting in the morning.
2006-04-25 03:00:00.000 +0200,Clear,1,12.016666666666667,12.016666666666667,0.8,6.262900000000001,169.0,14.9086,0.0,1019.91,Partly cloudy starting in the morning.
2006-04-25 04:00:00.000 +0200,Clear,1,12.044444444444444,12.044444444444444,0.8,6.423900000000001,187.0,14.812,0.0,1020.03,Partly cloudy starting in the morning.
2006-04-25 06:00:00.000 +0200,Clear,1,9.911111111111111,8.68888888888889,0.99,9.1448,141.0,6.118,0.0,1020.6,Partly cloudy starting in the morning.
2006-04-26 00:00:00.000 +0200,Clear,1,13.311111111111112,13.311111111111112,0.82,3.5420000000000007,73.0,15.826300000000002,0.0,1018.44,Mostly cloudy starting overnight continuing until night.
2006-04-26 01:00:00.000 +0200,Clear,1,12.733333333333334,12.733333333333334,0.83,3.0751,70.0,15.826300000000002,0.0,1018.23,Mostly cloudy starting overnight continuing until night.
2006-04-26 06:00:00.000 +0200,Clear,1,9.972222222222223,9.972222222222223,0.92,1.5617,106.0,10.980200000000002,0.0,1017.62,Mostly cloudy starting overnight continuing until night.
2006-04-26 23:00:00.000 +0200,Clear,1,15.961111111111109,15.961111111111109,0.79,12.2843,23.0,11.9301,0.0,1014.06,Mostly cloudy starting overnight continuing until night.
2006-04-29 09:00:00.000 +0200,Clear,1,15.050000000000002,15.050000000000002,0.6,26.4845,149.0,11.2056,0.0,1009.25,Mostly cloudy until night.
2006-04-03 06:00:00.000 +0200,Foggy,1,5.855555555555555,5.855555555555555,0.93,0.4347,53.0,0.4669,0.0,1014.35,Partly cloudy until night.
2006-04-03 07:00:00.000 +0200,Clear,1,5.933333333333334,5.933333333333334,1.0,0.1449,230.0,5.8443000000000005,0.0,1014.55,Partly cloudy until night.
2006-04-03 08:00:00.000 +0200,Clear,1,10.405555555555551,10.405555555555551,1.0,0.7245,18.0,5.3935,0.0,1014.91,Partly cloudy until night.
2006-04-04 21:00:00.000 +0200,Clear,1,7.827777777777779,6.622222222222224,0.87,7.3738,152.0,9.982,0.0,1015.81,Mostly cloudy until evening.
2006-04-04 22:00:00.000 +0200,Clear,1,6.67777777777778,5.727777777777779,0.91,5.796,155.0,15.826300000000002,0.0,1015.89,Mostly cloudy until evening.
2006-04-04 23:00:00.000 +0200,Clear,1,6.122222222222224,4.938888888888889,0.91,6.279,156.0,14.168000000000005,0.0,1015.9,Mostly cloudy until evening.
2006-04-05 01:00:00.000 +0200,Clear,1,4.355555555555558,1.7055555555555555,0.95,10.9158,190.0,3.3649,0.0,1015.89,Foggy in the morning.
2006-04-05 06:00:00.000 +0200,Foggy,1,2.7111111111111126,0.472222222222223,0.96,7.969500000000001,167.0,0.5152,0.0,1014.29,Foggy in the morning.
2006-04-05 07:00:00.000 +0200,Foggy,1,3.816666666666665,2.6444444444444435,1.0,5.2808,169.0,2.737,0.0,1014.35,Foggy in the morning.
2006-04-05 08:00:00.000 +0200,Clear,1,6.883333333333334,5.105555555555554,0.93,9.1126,135.0,5.6833,0.0,1014.0,Foggy in the morning.
2006-04-07 02:00:00.000 +0200,Clear,1,4.01111111111111,1.0444444444444458,0.83,12.1555,265.0,13.9104,0.0,1016.82,Mostly cloudy until evening.
2006-04-07 22:00:00.000 +0200,Clear,1,3.933333333333332,2.422222222222222,0.76,6.262900000000001,268.0,15.826300000000002,0.0,1017.12,Mostly cloudy until evening.
2006-04-08 01:00:00.000 +0200,Clear,1,2.688888888888891,-0.1555555555555562,0.85,10.2879,269.0,6.118,0.0,1017.42,Partly cloudy starting in the morning continuing until evening.
2006-04-08 02:00:00.000 +0200,Clear,1,5.0666666666666655,3.938888888888891,0.81,5.635000000000001,181.0,14.9569,0.0,1018.24,Partly cloudy starting in the morning continuing until evening.
2006-04-08 03:00:00.000 +0200,Clear,1,2.6,0.9611111111111094,0.85,6.0536,289.0,15.649200000000002,0.0,1017.33,Partly cloudy starting in the morning continuing until evening.
2006-04-08 06:00:00.000 +0200,Clear,1,0.9555555555555548,0.9555555555555548,0.92,1.5939,165.0,6.118,0.0,1017.84,Partly cloudy starting in the morning continuing until evening.
2006-04-08 07:00:00.000 +0200,Clear,1,0.9555555555555548,0.9555555555555548,0.92,4.5724,341.0,4.588500000000001,0.0,1018.13,Partly cloudy starting in the morning continuing until evening.
2006-04-08 08:00:00.000 +0200,Clear,1,5.594444444444445,5.594444444444445,0.82,0.2254,236.0,5.8765,0.0,1018.47,Partly cloudy starting in the morning continuing until evening.
2006-04-08 09:00:00.000 +0200,Clear,1,9.822222222222225,7.777777777777778,0.66,14.49,110.0,9.982,0.0,1018.32,Partly cloudy starting in the morning continuing until evening.
2006-04-08 10:00:00.000 +0200,Clear,1,11.072222222222225,11.072222222222225,0.54,1.6744,30.0,9.982,0.0,1018.59,Partly cloudy starting in the morning continuing until evening.
2006-04-08 18:00:00.000 +0200,Clear,1,12.383333333333333,12.383333333333333,0.49,12.4453,187.0,9.982,0.0,1017.24,Partly cloudy starting in the morning continuing until evening.
2006-04-08 19:00:00.000 +0200,Clear,1,10.205555555555556,10.205555555555556,0.57,9.8371,187.0,9.982,0.0,1017.45,Partly cloudy starting in the morning continuing until evening.
2006-04-08 20:00:00.000 +0200,Clear,1,9.144444444444446,8.08888888888889,0.62,7.647500000000001,163.0,9.982,0.0,1017.83,Partly cloudy starting in the morning continuing until evening.
2006-04-08 21:00:00.000 +0200,Clear,1,7.827777777777779,6.099999999999998,0.68,9.7405,160.0,9.982,0.0,1018.17,Partly cloudy starting in the morning continuing until evening.
2006-04-08 22:00:00.000 +0200,Clear,1,7.733333333333334,6.672222222222221,0.65,6.745900000000001,161.0,15.826300000000002,0.0,1018.28,Partly cloudy starting in the morning continuing until evening.
2006-04-08 23:00:00.000 +0200,Clear,1,7.144444444444444,6.138888888888888,0.69,6.2146,165.0,14.9569,0.0,1018.37,Partly cloudy starting in the morning continuing until evening.
2006-04-09 00:00:00.000 +0200,Clear,1,6.016666666666666,4.783333333333333,0.74,6.4078,163.0,15.826300000000002,0.0,1018.39,Partly cloudy starting in the afternoon.
2006-04-09 01:00:00.000 +0200,Clear,1,5.46111111111111,4.077777777777779,0.76,6.601,180.0,15.826300000000002,0.0,1018.49,Partly cloudy starting in the afternoon.
2006-04-09 03:00:00.000 +0200,Clear,1,3.838888888888887,2.194444444444446,0.82,6.6332,169.0,15.826300000000002,0.0,1018.18,Partly cloudy starting in the afternoon.
2006-04-09 04:00:00.000 +0200,Clear,1,2.244444444444444,2.244444444444444,0.91,3.4776,142.0,14.9086,0.0,1018.29,Partly cloudy starting in the afternoon.
2006-04-09 05:00:00.000 +0200,Clear,1,2.0222222222222226,0.2277777777777758,0.93,6.230700000000001,141.0,11.253900000000002,0.0,1018.28,Partly cloudy starting in the afternoon.
2006-04-09 06:00:00.000 +0200,Clear,1,2.1722222222222203,-0.8666666666666659,0.92,10.706500000000002,121.0,5.0393,0.0,1018.08,Partly cloudy starting in the afternoon.
2006-04-09 07:00:00.000 +0200,Clear,1,3.661111111111113,0.9111111111111114,0.89,10.722600000000002,130.0,6.9874,0.0,1018.6,Partly cloudy starting in the afternoon.
2006-04-09 08:00:00.000 +0200,Clear,1,6.111111111111111,3.638888888888888,0.79,11.8979,141.0,9.5473,0.0,1018.66,Partly cloudy starting in the afternoon.
2006-04-09 10:00:00.000 +0200,Clear,1,12.244444444444444,12.244444444444444,0.52,17.806600000000003,160.0,9.982,0.0,1018.46,Partly cloudy starting in the afternoon.
2006-04-09 11:00:00.000 +0200,Clear,1,12.938888888888888,12.938888888888888,0.5,19.6259,150.0,9.982,0.0,1018.34,Partly cloudy starting in the afternoon.
2006-08-01 01:00:00.000 +0200,Clear,1,19.444444444444443,19.444444444444443,0.9,6.0375000000000005,291.0,15.826300000000002,0.0,1012.22,Partly cloudy starting overnight.
2006-08-10 06:00:00.000 +0200,Clear,1,12.327777777777776,12.327777777777776,0.93,3.0912,295.0,10.8192,0.0,1011.54,Mostly cloudy until night.
2006-08-10 09:00:00.000 +0200,Foggy,1,16.25,16.25,0.92,9.3058,341.0,0.9982,0.0,1010.93,Mostly cloudy until night.
2006-08-12 11:00:00.000 +0200,Clear,1,19.683333333333337,19.683333333333337,0.67,8.7423,60.0,11.0285,0.0,1008.93,Mostly cloudy until night.
2006-08-12 12:00:00.000 +0200,Clear,1,18.82222222222222,18.82222222222222,0.78,10.626,70.0,11.27,0.0,1008.11,Mostly cloudy until night.
2006-08-14 06:00:00.000 +0200,Clear,1,14.005555555555556,14.005555555555556,1.0,3.0751,199.0,5.9731000000000005,0.0,1010.7,Mostly cloudy until night.
2006-08-15 22:00:00.000 +0200,Clear,1,16.622222222222224,16.622222222222224,0.93,3.1395,148.0,15.826300000000002,0.0,1015.88,Partly cloudy until evening.
2006-08-15 23:00:00.000 +0200,Clear,1,16.67222222222222,16.67222222222222,0.87,3.3005,107.0,14.9569,0.0,1015.95,Partly cloudy until evening.
2006-08-17 02:00:00.000 +0200,Clear,1,19.87777777777778,19.87777777777778,0.85,10.143,139.0,14.9569,0.0,1012.55,Partly cloudy until morning.
2006-08-17 06:00:00.000 +0200,Clear,1,16.094444444444445,16.094444444444445,0.87,9.4829,149.0,8.1305,0.0,1012.38,Partly cloudy until morning.
2006-08-17 11:00:00.000 +0200,Clear,1,26.12777777777778,26.12777777777778,0.58,13.2825,189.0,15.262800000000002,0.0,1012.91,Partly cloudy until morning.
2006-08-17 12:00:00.000 +0200,Clear,1,28.838888888888885,29.61111111111111,0.51,9.66,177.0,9.982,0.0,0.0,Partly cloudy until morning.
2006-08-17 14:00:00.000 +0200,Clear,1,31.03333333333333,31.71111111111111,0.45,7.647500000000001,201.0,10.3523,0.0,1012.33,Partly cloudy until morning.
2006-08-17 15:00:00.000 +0200,Clear,1,31.13333333333334,30.6,0.36,11.1734,160.0,16.0517,0.0,1011.95,Partly cloudy until morning.
2006-08-17 16:00:00.000 +0200,Clear,1,31.13333333333334,31.261111111111106,0.41,11.27,186.0,9.982,0.0,1011.74,Partly cloudy until morning.
2006-08-17 18:00:00.000 +0200,Clear,1,30.022222222222226,30.705555555555552,0.48,11.0768,162.0,9.982,0.0,1011.45,Partly cloudy until morning.
2006-08-17 19:00:00.000 +0200,Clear,1,27.872222222222224,29.07222222222222,0.58,9.177,170.0,9.982,0.0,1011.65,Partly cloudy until morning.
2006-08-17 23:00:00.000 +0200,Clear,1,21.2,21.2,0.84,6.5044,132.0,14.9569,0.0,1012.57,Partly cloudy until morning.
2006-08-18 00:00:00.000 +0200,Clear,1,21.550000000000004,21.550000000000004,0.81,6.391700000000001,152.0,15.826300000000002,0.0,1012.66,Partly cloudy starting overnight continuing until night.
2006-08-18 01:00:00.000 +0200,Clear,1,21.43888888888889,21.43888888888889,0.82,10.835300000000002,150.0,15.826300000000002,0.0,1012.39,Partly cloudy starting overnight continuing until night.
2006-08-18 06:00:00.000 +0200,Clear,1,18.84444444444445,18.84444444444445,0.9,7.985600000000001,159.0,7.1323,0.0,1012.47,Partly cloudy starting overnight continuing until night.
2006-08-18 09:00:00.000 +0200,Clear,1,24.95,24.95,0.69,16.0195,180.0,9.9015,0.0,0.0,Partly cloudy starting overnight continuing until night.
2006-08-19 02:00:00.000 +0200,Clear,1,20.95555555555556,20.95555555555556,0.87,3.0751,121.0,15.826300000000002,0.0,1016.78,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 03:00:00.000 +0200,Clear,1,18.87222222222222,18.87222222222222,0.9,3.703,237.0,15.826300000000002,0.0,1016.49,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 04:00:00.000 +0200,Clear,1,18.33888888888889,18.33888888888889,0.93,6.4078,176.0,15.826300000000002,0.0,1016.69,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 05:00:00.000 +0200,Clear,1,18.850000000000005,18.850000000000005,0.93,5.6028,186.0,11.6886,0.0,1016.84,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 06:00:00.000 +0200,Clear,1,17.27777777777778,17.27777777777778,0.99,4.7978000000000005,174.0,11.2056,0.0,1017.27,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 07:00:00.000 +0200,Clear,1,19.916666666666664,19.916666666666664,0.87,4.9588,210.0,9.982,0.0,1017.3,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 08:00:00.000 +0200,Clear,1,23.600000000000005,23.600000000000005,0.74,7.921200000000001,243.0,10.3523,0.0,1017.88,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 09:00:00.000 +0200,Clear,1,25.99444444444445,25.99444444444445,0.61,10.9319,238.0,9.982,0.0,1017.85,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 10:00:00.000 +0200,Clear,1,27.73333333333333,28.62222222222222,0.55,12.7029,237.0,9.982,0.0,1017.78,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 11:00:00.000 +0200,Clear,1,28.79444444444444,29.366666666666667,0.5,15.906800000000002,230.0,9.982,0.0,1018.19,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 12:00:00.000 +0200,Clear,1,29.88333333333334,30.38888888888889,0.47,20.2538,259.0,9.982,0.0,1018.67,Partly cloudy starting in the afternoon continuing until night.
2006-08-19 23:00:00.000 +0200,Clear,1,22.23888888888889,22.23888888888889,0.85,2.7853000000000003,133.0,14.9569,0.0,1017.7,Partly cloudy starting in the afternoon continuing until night.
2006-08-20 01:00:00.000 +0200,Clear,1,21.550000000000004,21.550000000000004,0.87,6.1502,120.0,15.826300000000002,0.0,1016.9,Partly cloudy starting in the afternoon.
2006-08-20 02:00:00.000 +0200,Clear,1,18.78333333333333,18.78333333333333,0.85,9.3058,312.0,14.9569,0.0,1017.18,Partly cloudy starting in the afternoon.
2006-08-20 03:00:00.000 +0200,Clear,1,19.97777777777777,19.97777777777777,0.93,3.2683,129.0,15.826300000000002,0.0,1016.59,Partly cloudy starting in the afternoon.
2006-08-20 04:00:00.000 +0200,Clear,1,20.99444444444445,20.99444444444445,0.88,6.359500000000001,140.0,15.826300000000002,0.0,1016.39,Partly cloudy starting in the afternoon.
2006-08-20 05:00:00.000 +0200,Clear,1,19.98888888888889,19.98888888888889,0.88,4.7978000000000005,146.0,14.9569,0.0,1016.52,Partly cloudy starting in the afternoon.
2006-08-20 06:00:00.000 +0200,Clear,1,18.86666666666666,18.86666666666666,0.97,0.0,0.0,15.7297,0.0,1016.34,Partly cloudy starting in the afternoon.
2006-08-20 07:00:00.000 +0200,Clear,1,22.08888888888889,22.08888888888889,0.82,3.22,290.0,9.982,0.0,1016.64,Partly cloudy starting in the afternoon.
2006-08-20 08:00:00.000 +0200,Clear,1,23.772222222222226,23.772222222222226,0.75,0.966,150.0,9.982,0.0,1016.74,Partly cloudy starting in the afternoon.
2006-08-20 09:00:00.000 +0200,Clear,1,27.17777777777778,28.33888888888889,0.6,0.805,240.0,9.982,0.0,1017.06,Partly cloudy starting in the afternoon.
2006-08-20 10:00:00.000 +0200,Clear,1,28.79444444444444,30.061111111111117,0.55,5.2486,222.0,9.982,0.0,1016.71,Partly cloudy starting in the afternoon.
2006-08-20 11:00:00.000 +0200,Clear,1,30.86111111111111,33.38333333333334,0.55,8.8872,284.0,10.3523,0.0,1017.0,Partly cloudy starting in the afternoon.
2006-08-20 12:00:00.000 +0200,Clear,1,32.03888888888889,33.46111111111112,0.46,8.211,294.0,9.982,0.0,1016.81,Partly cloudy starting in the afternoon.
2006-08-21 01:00:00.000 +0200,Clear,1,19.88333333333334,19.88333333333334,0.79,20.0284,318.0,15.826300000000002,0.0,1016.93,Mostly cloudy starting overnight.
2006-08-21 02:00:00.000 +0200,Clear,1,14.988888888888887,14.988888888888887,0.86,10.835300000000002,277.0,14.9569,0.0,1016.56,Mostly cloudy starting overnight.
2006-08-22 00:00:00.000 +0200,Clear,1,15.055555555555555,15.055555555555555,0.87,6.9391,279.0,15.826300000000002,0.0,1016.27,Partly cloudy starting in the morning.
2006-08-22 01:00:00.000 +0200,Clear,1,14.988888888888887,14.988888888888887,0.83,11.5598,290.0,15.826300000000002,0.0,1016.44,Partly cloudy starting in the morning.
2006-08-22 02:00:00.000 +0200,Clear,1,13.205555555555556,13.205555555555556,0.95,4.4436,248.0,9.982,0.0,1016.42,Partly cloudy starting in the morning.
2006-08-22 03:00:00.000 +0200,Clear,1,13.366666666666667,13.366666666666667,0.9,6.9552000000000005,280.0,15.826300000000002,0.0,1016.05,Partly cloudy starting in the morning.
2006-08-22 04:00:00.000 +0200,Clear,1,14.31666666666667,14.31666666666667,0.84,11.5598,290.0,15.826300000000002,0.0,1015.86,Partly cloudy starting in the morning.
2006-08-22 05:00:00.000 +0200,Clear,1,14.33888888888889,14.33888888888889,0.84,16.888900000000003,288.0,15.262800000000002,0.0,1015.97,Partly cloudy starting in the morning.
2006-08-23 01:00:00.000 +0200,Clear,1,13.961111111111112,13.961111111111112,0.95,3.7674,268.0,9.982,0.0,1016.23,Partly cloudy starting in the morning.
2006-08-23 02:00:00.000 +0200,Clear,1,13.244444444444447,13.244444444444447,0.9,6.3112,238.0,9.982,0.0,1016.4,Partly cloudy starting in the morning.
2006-08-23 03:00:00.000 +0200,Clear,1,13.316666666666666,13.316666666666666,0.93,3.976700000000001,255.0,9.982,0.0,1016.33,Partly cloudy starting in the morning.
2006-08-23 04:00:00.000 +0200,Clear,1,12.3,12.3,0.95,3.719100000000001,264.0,9.982,0.0,1016.49,Partly cloudy starting in the morning.
2006-08-24 03:00:00.000 +0200,Clear,1,11.67777777777778,11.67777777777778,0.96,3.059,234.0,6.295100000000001,0.0,1016.1,Partly cloudy starting in the morning.
2006-08-24 04:00:00.000 +0200,Clear,1,11.094444444444443,11.094444444444443,0.96,3.3488,208.0,6.295100000000001,0.0,1015.9,Partly cloudy starting in the morning.
2006-08-24 05:00:00.000 +0200,Clear,1,10.78888888888889,10.78888888888889,0.96,6.0375000000000005,172.0,6.8425,0.0,1015.71,Partly cloudy starting in the morning.
2006-08-24 06:00:00.000 +0200,Clear,1,10.999999999999998,10.999999999999998,0.93,4.508,219.0,6.118,0.0,1015.5,Partly cloudy starting in the morning.
2006-08-24 10:00:00.000 +0200,Clear,1,22.25,22.25,0.59,9.8371,151.0,9.982,0.0,0.0,Partly cloudy starting in the morning.
2006-08-25 22:00:00.000 +0200,Clear,1,17.22222222222222,17.22222222222222,0.81,5.4096,270.0,9.982,0.0,0.0,Partly cloudy until evening.
2006-08-26 09:00:00.000 +0200,Clear,1,17.75,17.75,0.84,5.1681,313.0,9.982,0.0,0.0,Partly cloudy until night.
2006-08-26 18:00:00.000 +0200,Clear,1,23.83888888888889,23.83888888888889,0.45,8.4686,309.0,9.982,0.0,0.0,Partly cloudy until night.
